isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST SOUTH 178 0
true false SOUTH EAST 178 0
true false EAST SOUTH 177 10
true false SOUTH SOUTH 177 10
true false SOUTH SOUTH 177 10
true false SOUTH SOUTH 177 10
true false SOUTH WEST 177 10
true false WEST EAST 177 10
true false EAST WEST 177 10
true false WEST NORTH 177 10
true false NORTH EAST 177 10
true false EAST NORTH 177 10
true false NORTH EAST 176 20
true false EAST WEST 176 20
true false WEST SOUTH 176 20
true false SOUTH SOUTH 176 20
true false SOUTH SOUTH 176 20
true false SOUTH SOUTH 176 20
true false SOUTH WEST 176 20
true false WEST NORTH 176 20
true false NORTH EAST 176 20
true false EAST EAST 176 20
true false EAST WEST 175 30
true false WEST EAST 175 30
true false EAST EAST 175 30
true false EAST WEST 174 40
true false WEST SOUTH 174 40
true false SOUTH NORTH 174 40
true false NORTH NORTH 174 40
true false NORTH EAST 174 40
true false EAST EAST 174 40
true false EAST NORTH 173 50
true false NORTH NORTH 173 50
true false NORTH EAST 173 50
true false EAST WEST 172 60
true false WEST SOUTH 172 60
true false SOUTH SOUTH 171 70
true false SOUTH NORTH 170 80
true false NORTH NORTH 170 80
true false NORTH SOUTH 170 80
true false SOUTH NORTH 170 80
true false NORTH WEST 170 80
true false WEST EAST 170 80
true false EAST SOUTH 170 80
true false SOUTH WEST 170 80
true false WEST SOUTH 170 80
true false SOUTH WEST 170 80
true false WEST NORTH 169 90
true false NORTH WEST 169 90
true false WEST WEST 168 100
true false WEST SOUTH 167 110
true false SOUTH WEST 166 120
true false WEST EAST 166 120
true false EAST EAST 166 120
true false EAST WEST 166 120
true false WEST NORTH 166 120
true false NORTH EAST 166 120
true false EAST EAST 166 120
true false EAST SOUTH 166 120
true false SOUTH EAST 166 120
true false EAST WEST 166 120
true false WEST SOUTH 166 120
true false SOUTH WEST 166 120
true false WEST WEST 166 120
true false WEST EAST 166 120
true false EAST WEST 166 120
true false WEST EAST 166 120
true false EAST SOUTH 166 120
true false SOUTH EAST 166 120
true false EAST NORTH 166 120
true false NORTH EAST 166 120
true false EAST NORTH 166 120
true false NORTH EAST 166 120
true false EAST NORTH 166 120
true false NORTH WEST 166 120
true false WEST NORTH 166 120
true false NORTH EAST 166 120
true false EAST WEST 166 120
true false WEST EAST 166 120
true false EAST SOUTH 166 120
true false SOUTH SOUTH 166 120
true false SOUTH SOUTH 166 120
true false SOUTH EAST 166 120
true false EAST NORTH 166 120
true false NORTH NORTH 166 120
true false NORTH SOUTH 166 120
true false SOUTH EAST 166 120
true false EAST SOUTH 166 120
true false SOUTH NORTH 166 120
true false NORTH NORTH 166 120
true false NORTH NORTH 166 120
true false NORTH WEST 166 120
true false WEST SOUTH 166 120
true false SOUTH SOUTH 166 120
true false SOUTH NORTH 166 120
true false NORTH EAST 166 120
true false EAST SOUTH 166 120
true false SOUTH NORTH 166 120
true false NORTH SOUTH 166 120
true false SOUTH EAST 166 120
true false EAST NORTH 166 120
true false NORTH WEST 166 120
true false WEST EAST 166 120
true false EAST EAST 166 120
true false EAST WEST 166 120
true false WEST EAST 166 120
true false EAST WEST 166 120
true false WEST NORTH 166 120
true false NORTH NORTH 166 120
true false NORTH NORTH 166 120
true false NORTH NORTH 166 120
true false NORTH EAST 166 120
true false EAST NORTH 166 120
true false NORTH SOUTH 166 120
true false SOUTH NORTH 166 120
true false NORTH NORTH 166 120
true false NORTH EAST 166 120
true false EAST WEST 165 130
true false WEST NORTH 165 130
true false NORTH SOUTH 165 130
true false SOUTH WEST 165 130
true false WEST SOUTH 165 130
true false SOUTH SOUTH 165 130
true false SOUTH SOUTH 165 130
true false SOUTH WEST 165 130
true false WEST NORTH 165 130
true false NORTH NORTH 165 130
true false NORTH EAST 165 130
true false EAST WEST 165 130
true false WEST EAST 165 130
true false EAST SOUTH 165 130
true false SOUTH WEST 165 130
true false WEST NORTH 165 130
true false NORTH WEST 165 130
true false WEST EAST 165 130
true false EAST NORTH 165 130
true false NORTH NORTH 165 130
true false NORTH SOUTH 165 130
true false SOUTH NORTH 165 130
true false NORTH WEST 165 130
true false WEST NORTH 165 130
true false NORTH NORTH 165 130
true false NORTH EAST 165 130
true false EAST SOUTH 165 130
true false SOUTH SOUTH 165 130
true false SOUTH EAST 165 130
true false EAST NORTH 165 130
true false NORTH NORTH 165 130
true false NORTH NORTH 165 130
true false NORTH WEST 165 130
true false WEST EAST 165 130
true false EAST EAST 165 130
true false EAST EAST 165 130
true false EAST SOUTH 165 130
true false SOUTH SOUTH 164 140
true false SOUTH SOUTH 163 150
true false SOUTH EAST 163 150
true false EAST NORTH 162 160
true false NORTH EAST 162 160
true false EAST EAST 161 170
true false EAST SOUTH 160 180
true false SOUTH EAST 160 180
true false EAST NORTH 159 190
true false NORTH SOUTH 159 190
true false SOUTH WEST 158 200
true false WEST WEST 158 200
true false WEST SOUTH 158 200
true false SOUTH WEST 157 210
true false WEST WEST 156 220
true false WEST EAST 155 230
true false EAST SOUTH 155 230
true false SOUTH SOUTH 155 230
true false SOUTH EAST 155 230
true false EAST EAST 155 230
true false EAST SOUTH 155 230
true false SOUTH SOUTH 155 230
true false SOUTH EAST 155 230
true false EAST NORTH 155 230
true false NORTH NORTH 155 230
true false NORTH WEST 155 230
